GeneName,X10.CR.RNA,X11.WTS.RNA,X12.EA.RNA,X13.CL.RNA,X14.KD.RNA,X15.SJ.RNA,X16.HZ.RNA,X17.CE.RNA,X18.RL.RNA,X19.DR.RNA,X1.VT.RNA,X20.MCC.RNA,X2.LN.RNA,X3.AS.RNA,X4.TL.RNA,X5.BE.RNA,X6.HA.RNA,X7.HH.RNA,X8.CN.RNA,X9.GC.RNA
RP11-15A1.8,33,9,48,59,31,46,39,61,36,65,55,50,46,34,29,65,41,24,52,53
RP11-15A1.9,4,1,1,4,1,5,1,4,1,3,2,6,0,1,0,2,1,2,5,3
RP11-15A1.7,3,5,3,18,2,6,18,18,6,6,15,10,5,7,16,5,4,13,2,11
ZNF230,62,233,157,230,116,106,104,169,72,100,158,124,209,186,60,57,119,93,178,163
AC067968.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF222,52,100,121,186,88,85,122,110,70,89,187,55,137,164,72,69,146,129,125,109
ZNF223,32,53,63,95,46,64,54,88,32,64,94,46,78,84,39,28,47,55,74,61
ZNF284,152,148,168,127,154,218,174,258,186,168,132,183,182,139,110,131,230,100,265,189
ZNF224,120,196,198,213,179,211,218,304,167,142,194,212,249,266,166,197,220,198,202,226
AC084219.4,12,25,34,28,34,21,47,119,31,34,50,32,31,23,27,3,45,35,63,35
ZNF225,120,204,207,312,146,166,175,312,144,171,216,165,245,241,108,139,200,141,251,187
ZNF234,327,417,469,407,346,210,355,401,354,340,450,431,410,539,344,319,407,375,390,455
ZNF226,494,337,669,831,617,590,659,748,692,656,867,500,632,819,415,494,639,501,838,682
ZNF227,106,211,226,254,232,254,299,367,167,232,304,225,310,372,161,112,219,249,268,233
ZNF235,37,38,58,76,54,36,51,67,48,36,57,38,75,57,44,41,41,40,91,94
CTC-204F22.1,48,8,17,17,15,26,17,7,38,21,14,20,15,12,19,15,21,10,11,14
ZNF233,23,4,12,10,11,35,28,27,33,26,18,17,16,16,19,14,6,6,17,15
CTC-512J12.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ZNF112,106,190,191,248,138,166,170,293,170,151,179,184,225,185,82,127,181,132,243,228
ZNF285,80,52,100,99,85,71,98,223,142,80,84,84,86,92,84,159,55,64,102,138
ZNF229,144,420,382,395,498,399,360,722,271,308,397,343,512,604,134,207,338,376,435,303
ZNF285B,6,7,10,6,1,1,3,0,2,0,2,5,0,5,2,2,0,10,2,1
ZNF180,110,430,232,294,200,236,250,571,208,200,469,223,479,433,158,158,256,266,395,356
CEACAM20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CEACAM22P,0,1,2,0,2,2,0,2,2,0,2,0,2,0,0,0,0,0,0,0
IGSF23,13,6,24,9,32,8,15,49,42,6,5,11,5,17,7,14,16,30,0,10
CTB-171A8.1,0,0,0,4,4,0,7,4,1,4,4,2,2,1,2,2,5,8,0,2
PVR,4256,6304,10576,5476,12676,6489,3706,14268,7612,6423,5626,5200,8339,6486,5921,4719,8186,6549,5662,8154
CEACAM19,378,172,507,225,404,126,281,408,355,244,245,727,329,276,386,393,514,583,124,230
AC092066.1,2162,1038,2550,1255,2502,880,976,1852,3114,1969,1266,2364,1343,1434,1454,2493,2356,2341,818,1270
CEACAM16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
BCL3,384,2171,605,895,825,660,897,2293,374,332,977,952,1029,1614,1603,428,1487,2717,1155,677
CBLC,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,36
BCAM,273,178,1263,967,2098,425,334,1358,1031,493,1090,728,176,557,1007,1311,763,1004,1082,1326
NECTIN2,8236,7138,14970,14388,13502,9600,7570,11244,13875,11649,13176,11395,8830,11152,11569,11533,19222,12571,14304,10107
CTB-129P6.4,3,0,2,0,0,0,2,0,1,1,0,0,1,1,0,4,0,0,1,1
TOMM40,2277,7005,4456,4990,4994,5393,3569,4966,3459,4362,5236,4044,7645,5669,2840,3188,4999,3494,6733,5877
APOE,69,169,84,494,246,59,42,110,152,52,60,203,125,68,89,76,217,187,115,499
APOC1,30,12,51,42,14,42,19,22,66,34,20,38,18,10,26,41,55,78,59,30
APOC1P1,0,0,0,4,0,0,0,0,2,0,0,8,0,0,0,1,2,2,0,3
APOC4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOC2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CTB-129P6.11,10,0,5,1,2,1,0,0,6,5,0,0,5,0,5,1,1,0,1,2
CLPTM1,2816,5687,6302,8028,7158,7359,6039,9892,4147,6458,8959,5497,6855,8359,4243,3660,6739,5796,6450,7333
RELB,2750,3577,4240,3672,2616,1361,2428,2641,5526,3713,2584,5179,5280,5729,4813,5854,3999,4810,3408,2503
CLASRP,960,2064,1830,1623,1529,1762,1417,1735,1214,1461,1849,1488,2142,1889,1493,1242,1924,1703,1901,1740
RNU6-611P,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,2,1,1,0,0
ZNF296,23,60,44,31,48,55,57,20,46,44,44,67,76,57,31,48,97,72,61,52
CTB-179K24.3,9,1,4,5,0,3,4,0,8,1,3,8,2,4,6,5,7,0,7,4
GEMIN7,640,779,1498,950,1336,1571,959,1210,1431,1819,1480,1423,1447,1125,1243,1421,1619,1333,1716,1264
MARK4,1626,1879,3492,3210,2930,2537,2428,4610,2444,2695,3346,2857,2112,4699,2297,2244,3362,2518,2626,2066
PPP1R37,2895,3081,3532,3136,4274,4666,3467,5463,3738,3947,3705,3464,4464,4239,3423,3042,3521,3681,4462,4485
EIF5AP3,0,0,0,2,1,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0
AC005757.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NKPD1,25,0,14,18,6,34,12,23,18,6,22,17,18,4,0,3,14,8,8,12
TRAPPC6A,923,205,1050,811,492,305,480,472,1281,1195,468,969,248,961,1105,1652,1018,1441,341,430
BLOC1S3,615,1263,1169,844,1073,866,924,1320,887,961,1003,1024,1297,1120,688,795,990,822,982,1023
AC006126.3,2,0,0,1,0,0,0,0,0,0,3,0,3,2,4,0,0,2,0,0
EXOC3L2,6,14,24,105,10,6,21,18,30,46,10,25,16,62,11,16,63,17,21,12
CKM,5,0,24,9,2,3,5,0,9,16,4,3,11,4,5,11,2,11,2,8
RPS16P9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
KLC3,4,2,19,20,21,1,10,7,9,0,4,10,8,14,11,6,13,11,2,35
ERCC2,6196,4394,8302,5669,9824,6550,4793,6240,7507,7405,6292,6907,5128,8309,6725,5800,7726,4993,6619,5597
PPP1R13L,1231,2214,2589,4840,1513,1477,1069,941,706,1078,1509,1957,2341,1887,973,908,1597,1207,1967,3210
CD3EAP,437,730,535,759,713,432,494,244,557,519,611,704,903,793,429,854,714,700,778,881
ERCC1,7182,5062,8442,7925,10031,6830,6682,7254,8488,8429,7982,7333,7075,9075,8356,7365,8532,7932,7822,6797
FOSB,1313,2940,1259,3800,5096,158,526,46,794,263,2314,890,655,6707,15567,613,4701,33142,479,716
RTN2,1144,662,1819,1776,1749,1237,1701,1371,1660,1920,1141,1859,908,1586,1625,2417,1723,2028,1433,1417
PPM1N,81,57,86,94,73,85,57,36,176,112,149,104,49,103,49,188,68,144,97,37
VASP,5235,12479,15794,17466,18669,12076,10867,11693,7392,11221,16251,12413,13290,20692,12222,6532,16047,13089,15249,13517
OPA3,759,1510,1233,1125,1406,1771,1237,2328,1166,1079,1507,1131,1791,1747,960,699,1252,1038,1647,1456
GPR4,6,40,28,60,176,154,10,30,60,32,36,88,26,6,32,18,138,152,312,36
EML2,403,563,665,985,1320,1127,788,1153,318,604,1161,749,1221,2004,852,210,996,1113,1233,1070
EML2-AS1,6,13,22,14,12,24,11,24,13,12,37,30,22,14,5,4,15,12,22,24
GIPR,15,18,32,15,26,46,16,8,23,44,8,26,53,33,24,7,16,9,4,23
SNRPD2,6934,7825,9778,11017,8974,10016,8414,7474,8840,10688,11298,10012,8498,7686,7777,8892,10893,9317,10212,9852
QPCTL,257,668,594,676,824,752,537,1073,403,641,1196,637,898,957,478,326,741,415,620,843
FBXO46,119,635,311,413,475,297,334,579,184,229,503,344,470,411,291,146,392,271,422,377
AC007191.4,2,0,0,4,0,2,0,14,3,0,3,2,2,2,4,0,2,2,2,3
BHMG1,0,0,0,1,2,2,0,2,0,2,2,3,4,0,0,0,0,0,0,2
SIX5,344,615,682,724,830,718,444,1341,344,423,849,624,771,779,621,380,665,952,612,616
AC074212.6,9,16,10,20,17,14,10,32,12,11,12,27,19,19,15,16,12,23,14,13
DMPK,4038,3101,8121,5192,10346,5622,6927,14325,6626,5682,6702,5123,5017,15339,10433,4733,7155,8309,2639,2874
DMWD,3786,3029,4659,4668,5470,4003,3467,5543,4597,4708,4173,4323,4433,5259,4258,3444,5004,4526,4373,4647
RSPH6A,0,0,1,0,0,0,0,0,4,2,0,1,0,0,1,2,0,0,0,0
SYMPK,6353,4510,6912,6523,6964,6734,5474,5651,6743,6954,8427,7183,6591,7520,6641,4987,7699,7112,7921,7124
AC092301.3,7,3,3,0,3,1,0,4,6,1,0,1,5,0,3,5,0,1,4,1
FOXA3,2,0,2,4,2,4,0,0,8,0,8,2,2,0,0,2,2,0,3,2
IRF2BP1,3014,3858,5489,5200,3770,3284,3373,4242,3908,3737,3914,5104,4820,4392,3020,4182,4520,3511,4841,5223
MYPOP,149,379,587,783,457,370,498,755,348,449,758,514,472,655,340,334,482,479,641,495
NOVA2,6,0,16,14,0,2,4,0,8,0,4,8,0,0,6,18,0,6,14,0
CCDC61,955,918,893,786,958,1226,797,1020,975,891,1259,1262,1281,1045,1068,842,1274,1063,1391,1155
PGLYRP1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
CTC-344H19.4,3,2,0,0,0,0,2,0,5,0,0,2,2,0,6,0,0,2,0,0
IGFL4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
AC007193.6,0,1,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1
CTC-344H19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IGFL3,2,0,2,14,13,16,2,1,18,12,29,0,0,4,2,2,2,2,30,388
TGIF1P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IGFL2,0,0,3,6,0,11,3,0,1,1,10,1,3,3,1,0,0,3,7,9
AC006262.4,2,4,5,10,0,16,7,1,6,9,20,3,7,11,3,2,2,0,6,0
IGFL2-AS1,0,1,2,1,0,5,0,0,0,0,3,4,1,4,0,0,0,0,1,50
IGFL1P1,0,3,1,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,3
AC006262.6,2,2,0,1,2,0,2,2,0,2,0,1,0,2,2,0,0,0,1,9
RPL12P41,4,0,2,1,0,0,0,0,0,2,0,2,0,0,0,2,0,3,0,0
AC006262.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
IGFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
IGFL1P2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIF3A,0,0,2,5,0,4,0,0,4,1,0,5,0,0,4,5,10,9,6,0
PPP5C,812,3706,2248,3465,2309,3135,2304,3096,1309,1602,3730,1811,3777,3850,1536,1064,2758,2830,3062,3150
AC007193.9,0,2,2,3,0,0,0,2,2,0,1,0,2,0,2,0,1,1,1,0
CCDC8,5008,2537,5156,3360,1944,6650,4007,1942,3292,1776,1367,5721,2393,1690,2687,3329,10481,5592,5460,4252
LLNLF-187D8.1,6,8,2,2,0,10,6,2,1,0,0,2,2,2,0,0,4,2,6,0
PNMAL1,70,44,148,90,186,206,66,449,20,8,56,158,38,50,12,8,277,355,176,40
PPP5D1,29,7,31,39,35,20,36,63,50,39,17,39,31,84,36,32,32,65,32,21
PNMAL2,115,74,110,272,163,218,218,287,204,45,41,224,75,205,194,218,545,389,68,135
LLNLR-276E7.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
AC011551.3,1,0,3,0,0,0,0,6,3,3,3,8,2,3,5,3,3,5,2,2
GAPDHP38,4,2,4,10,3,10,2,1,2,6,6,6,0,2,4,0,4,2,8,0
CALM3,13972,25097,23688,24047,23639,32217,20829,35913,16902,20577,24168,21291,27487,33940,20174,12806,28909,26235,28513,21647
PTGIR,1698,1067,2484,3416,5706,2839,2610,3166,3027,3864,1874,1749,2579,2603,1915,2060,2187,1969,2587,3250
GNG8,16,8,10,8,2,10,4,1,15,16,7,10,1,8,11,32,12,11,12,8
CTB-12A17.2,7,6,6,13,0,4,6,4,4,3,6,7,2,12,9,8,4,12,0,8
DACT3,561,1319,1914,3131,1093,1517,1576,1299,1343,1112,3464,1745,1323,2641,1233,1325,3131,1952,2049,1968
DACT3-AS1,11,1,3,0,2,7,4,0,9,3,21,13,0,10,6,8,12,2,11,0
PRKD2,2826,1701,3473,2596,3037,3024,2921,3692,3333,3368,2766,2887,2137,3222,3085,1970,3996,3355,2935,2985
RN7SL364P,13,0,6,1,2,2,1,1,11,4,0,4,0,0,2,6,1,0,1,3
STRN4,2532,6836,5842,5228,5053,4631,4601,7767,3259,3920,6001,4634,7436,6638,4095,3058,5077,4752,6195,5984
CTB-174O21.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKRP,455,1616,1065,1535,1321,1283,1333,2871,720,822,2198,992,1813,2431,958,536,1386,1313,1912,1120
SLC1A5,16711,32951,27077,21139,26136,13083,9914,32886,16951,19656,20670,24118,32437,22897,14584,14178,27769,20374,15506,26841
CTB-147N14.6,32,31,29,26,40,45,37,74,26,36,61,64,47,50,64,28,32,53,37,55
CTB-147N14.4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
AP2S1,29113,19033,27110,25512,34349,29872,24942,24625,32628,39962,28593,29783,25263,26687,29018,25156,35538,29316,31828,25286
ARHGAP35,4569,10231,10077,8112,8999,9217,8760,16401,5633,6942,10145,9831,10539,16860,8643,4996,9946,10323,7861,6795
CTD-2233K9.1,32,50,49,34,54,37,10,40,45,20,17,57,52,69,46,31,40,47,25,26
NPAS1,8060,1106,16661,9484,12262,2810,5762,4527,16994,14305,4182,8659,4507,10042,12016,11838,17948,6893,2284,2940
TMEM160,3728,2707,2799,2036,3359,4117,2829,2703,3796,3200,3326,3286,3153,2860,2720,2528,3186,2633,3601,2950
ZC3H4,649,1609,1081,1233,1242,2115,1378,3251,906,868,1765,979,1807,1817,1118,746,1258,1101,1894,1754
SAE1,4255,17247,9266,8583,12017,13824,10800,15283,6402,8623,13467,8256,18518,15053,8326,4058,10997,8186,14127,12509
BBC3,158,460,354,186,426,1337,322,2295,384,524,613,365,249,391,481,240,400,473,448,896
CCDC9,2426,3030,3667,3312,3677,3642,2328,2952,2533,2772,4161,2865,3476,3832,3121,2254,2888,2970,3852,3635
INAFM1,4987,2378,4328,3826,4889,3619,2181,3333,5224,4341,4377,4398,2941,2913,4432,4681,4708,3364,3992,3576
C5AR1,48,22,79,25,51,41,23,59,50,36,33,82,33,86,104,18,100,58,34,42
C5AR2,38,50,33,38,107,114,79,16,42,98,21,76,104,108,27,12,38,28,24,70
DHX34,1798,1585,2094,1726,1735,1937,1467,1841,2007,2183,1608,2305,2315,2026,1757,2328,2267,1604,1973,2669
MEIS3,4709,2390,6991,7656,3823,3361,2621,4483,6146,6379,3717,6602,3174,5164,5559,5308,7674,6277,2432,6084
SLC8A2,0,0,1,8,0,4,0,3,10,2,0,5,0,4,8,4,10,4,3,7
KPTN,1198,827,1149,1007,987,1352,1144,918,1234,1320,1357,1159,1133,1132,1240,1139,1179,1076,1190,1092
NAPA-AS1,60,52,59,109,79,69,57,52,98,64,53,81,42,52,84,116,68,75,77,56
NAPA,755,1394,1925,2386,2248,1791,1564,2911,963,1805,2503,1276,1785,3286,1337,639,2174,1837,1777,1572
RP11-43N16.4,19,16,13,7,4,20,5,14,22,2,13,11,14,21,22,7,12,6,18,9
ZNF541,8,2,0,0,7,2,6,25,8,6,1,6,0,12,10,2,6,14,0,2
CTD-2571L23.8,1,1,1,1,7,3,0,4,1,2,0,1,0,0,1,6,0,2,3,3
CTD-3001H11.2,40,17,22,22,16,45,18,25,44,25,44,25,41,17,27,29,36,20,53,35
GLTSCR1,120,728,581,643,541,613,607,1206,282,412,730,501,710,701,352,214,536,401,562,723
AC008985.1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,6,5
EHD2,26846,27676,37993,40175,41620,36150,30634,53639,32425,34848,36183,34659,32554,42020,34945,29439,36757,39603,32343,30623
GLTSCR2,21333,11125,26103,21981,13696,12992,12074,15457,27500,21187,17565,28292,12395,15826,24258,35911,21970,22119,19318,15943
SNORD23,9,14,8,5,6,21,7,5,7,5,9,8,13,5,5,8,12,13,14,16
GLTSCR2-AS1,1,3,0,1,4,1,1,3,1,2,7,1,5,4,3,7,7,1,1,4
SELENOW,4614,4195,8131,7514,10396,10903,8899,8409,6134,8624,9884,5397,6919,10501,8098,5103,7871,6651,10978,7150
RPL23AP80,1,1,0,1,2,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0
TPRX1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
CRX,0,0,0,2,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0
SULT2A1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CABP5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLA2G4C,95,19,126,274,160,145,191,301,126,195,151,492,247,600,272,117,97,228,59,129
PLA2G4C-AS1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
LIG1,255,1647,597,535,599,1072,935,774,472,338,1653,465,2109,1066,478,196,1001,559,1681,1850
CTC-453G23.5,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CTC-453G23.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C19orf68,276,955,849,661,715,1279,1006,1485,605,711,1127,706,1005,933,622,327,895,659,904,857
CARD8,175,342,253,396,289,482,438,514,250,276,555,406,459,504,394,266,372,460,461,450
CTC-453G23.7,10,2,6,10,6,4,6,5,17,10,3,4,2,6,6,33,8,5,5,4
CTC-453G23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
CARD8-AS1,20,112,16,38,30,72,20,93,10,12,60,28,90,62,36,14,20,12,44,42
CTC-241F20.4,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,2
ZNF114,8,8,19,3,2,34,6,14,11,6,14,41,16,7,17,7,13,11,9,21
CCDC114,8,5,4,4,0,18,15,12,2,8,17,8,16,20,23,0,10,3,14,4
EMP3,15203,26902,25820,21917,27069,26895,27031,17516,21123,31171,26194,26622,28949,23922,25112,19007,19829,17617,21314,26128
TMEM143,41,178,120,187,97,152,182,267,106,82,220,153,182,272,106,45,141,151,217,102
SYNGR4,0,0,0,0,0,0,2,2,1,0,0,0,2,4,0,1,0,0,0,0
KDELR1,13511,18409,21421,22187,21962,20014,17987,23572,19387,22244,25753,22145,22808,23679,17937,17606,23561,21632,23814,20980
GRIN2D,463,244,396,1066,711,694,148,608,766,449,968,501,510,179,162,313,716,481,819,506
GRWD1,4395,5622,5406,4659,4497,4807,4135,3511,5633,5151,5061,5260,7200,5617,4173,6213,5839,4726,6914,5984
KCNJ14,293,142,298,189,241,93,160,134,346,241,160,243,246,152,320,404,246,242,215,224
CTC-273B12.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
CYTH2,1291,3669,3122,2787,3054,2171,2895,3031,1731,2153,4310,2974,4425,4614,3403,1661,2846,2919,3409,2746
LMTK3,62,62,209,130,51,81,81,55,262,121,124,199,49,131,149,471,100,96,99,160
CTC-273B12.10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SULT2B1,9,6,23,18,4,8,6,2,5,1,23,14,3,17,17,13,26,11,9,67
FAM83E,6,2,7,1,2,2,2,1,2,0,1,3,7,0,2,0,2,1,5,11
SPACA4,0,3,2,0,0,0,0,0,0,2,1,0,3,0,0,0,5,2,1,5
RPL18,29134,29387,38933,36444,30008,33433,27721,31098,37790,38559,37495,39575,31184,33085,34200,41163,40953,35971,40618,36298
AC022154.7,5,1,3,2,1,3,0,2,4,2,1,3,1,3,1,3,1,1,0,1
SPHK2,585,882,970,830,948,1725,899,1774,748,912,1340,838,1210,1597,931,462,1147,1030,1393,984
DBP,125,606,174,314,181,762,275,420,110,195,438,337,333,153,110,149,146,149,242,349
CA11,21,16,42,118,31,15,80,77,61,28,59,62,6,72,22,38,32,90,29,60
SEC1P,3,16,4,15,0,0,19,17,12,4,8,10,12,8,8,0,12,22,2,8
NTN5,29,2,10,23,8,10,6,40,19,26,22,24,12,35,17,29,29,19,8,17
FUT2,19,12,12,4,17,20,12,28,22,18,20,24,21,9,25,8,16,18,10,30
MAMSTR,75,84,138,113,175,437,227,292,123,165,348,146,193,244,194,56,241,186,358,145
RASIP1,594,294,831,200,45,391,474,265,798,284,27,224,241,58,51,51,24,190,380,275
IZUMO1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1
FUT1,0,0,2,3,4,0,6,4,3,0,0,6,0,0,0,0,6,4,0,40
FGF21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6
BCAT2,2431,1981,3515,2617,3221,3504,2689,3251,3265,3667,3641,3194,2719,2625,2821,2696,2674,3077,2772,2823
HSD17B14,237,79,213,204,179,139,313,254,536,354,436,402,153,743,430,215,607,362,252,151
PLEKHA4,2279,1745,3936,5167,4984,3299,3918,4012,5536,3279,1814,2566,2410,2986,3991,2838,3572,6422,2292,2296
PPP1R15A,1273,6817,2547,2586,4519,4002,4073,8053,1510,2246,6226,3069,7215,7699,5992,690,3952,4302,4447,4008
TULP2,12,9,2,0,7,5,6,7,1,9,9,16,13,7,8,26,5,6,2,12
NUCB1,30174,25592,36673,40571,36942,27190,31605,44229,39617,38772,27186,41492,30694,46030,39455,41805,39400,43072,22798,28284
NUCB1-AS1,3,0,0,1,1,1,2,2,2,0,0,0,1,0,0,1,0,0,2,1
CTD-2639E6.4,6,7,10,2,2,8,3,6,16,8,3,2,2,5,4,14,4,3,9,7
DHDH,5,2,2,2,0,2,1,0,0,4,3,0,2,4,0,0,2,4,6,4
BAX,10390,9077,11175,11727,10115,15000,11976,10316,11954,12654,13778,12589,12448,12872,11162,9064,13249,11582,16823,13318
CTD-2639E6.9,6,6,5,16,7,11,10,7,9,11,13,16,8,7,10,5,11,9,11,4
FTL,83160,61162,112946,111098,104622,76163,79039,115504,117659,116852,81005,103934,80577,89350,92404,110233,117098,117353,85036,92700
GYS1,1998,4060,6212,8330,5371,4600,4452,8345,4116,6437,4985,6163,4337,7923,3675,3673,7840,5072,4620,3551
RUVBL2,11981,9709,14854,12605,12098,17198,12049,8037,13843,16424,13383,14320,14912,11137,9896,11986,14654,10139,15078,14423
LHB,3,4,28,4,23,65,2,10,13,31,16,17,27,37,8,24,5,6,20,2
CTB-60B18.10,1,0,23,12,35,88,4,24,18,23,20,21,27,74,12,10,4,6,11,11
CGB3,4,22,32,84,8,72,6,26,7,147,21,22,35,24,0,47,0,3,9,22
NTF6A,0,1,2,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1
NTF6G,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,1
CGB2,0,0,7,4,0,8,0,4,1,1,13,2,2,0,2,2,0,0,2,3
CGB1,0,0,5,5,0,7,0,1,1,3,2,7,2,11,0,3,0,0,0,0
NTF6B,0,0,3,6,1,5,0,1,2,4,4,2,1,4,0,5,0,1,2,2
CTB-60B18.17,0,0,1,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0
CGB5,0,14,52,96,73,43,0,8,14,112,21,9,50,18,7,36,0,4,11,36
CGB8,4,16,68,68,4,47,6,24,29,96,58,16,34,39,5,35,2,6,10,12
CTB-60B18.15,0,6,10,3,4,11,1,8,2,11,14,11,5,16,1,3,0,2,1,7
CGB7,8,29,181,183,46,264,16,56,61,220,149,76,81,134,20,71,8,31,82,37
CTB-60B18.12,2,1,31,16,2,8,4,2,31,7,13,2,8,20,0,11,0,4,11,3
NTF4,0,0,32,47,8,11,6,8,18,14,23,5,6,30,0,36,6,8,5,16
CTB-60B18.18,0,2,5,7,0,0,0,0,1,2,4,0,5,4,3,0,0,2,3,3
KCNA7,9,4,63,122,15,72,8,3,38,56,79,23,49,75,12,52,6,12,40,32
RN7SL708P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP70,7538,13464,11359,12192,9412,14366,11160,11180,9483,10598,14355,11418,15367,14035,10489,7947,13702,10452,14482,13611
LIN7B,802,212,730,741,908,805,483,315,784,838,630,859,408,747,725,494,755,446,885,586
C19orf73,28,24,33,23,31,47,33,44,63,51,46,43,13,25,58,27,46,34,65,70
PPFIA3,422,352,386,338,980,335,227,253,539,407,331,313,272,526,432,636,334,327,465,436
HRC,4,2,2,2,174,12,0,10,4,2,4,4,2,10,24,2,0,6,14,2
TRPM4,2343,1238,3659,3194,4582,2529,2583,4545,3152,3036,3479,2312,2801,4033,3483,1434,3945,3183,2913,1906
SUMO1P4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A16,3,3,24,26,27,16,18,28,37,9,41,23,6,15,44,9,35,13,16,3
CTC-301O7.4,0,0,1,8,1,7,1,9,11,3,10,1,2,3,10,2,9,6,2,5
CD37,0,0,1,0,2,12,2,4,3,0,1,1,0,4,0,5,4,2,0,1
TEAD2,348,733,983,1098,1065,1173,888,2050,827,579,1513,920,795,1470,938,320,1057,862,1951,1200
AC010524.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DKKL1,0,4,4,14,11,8,12,8,13,8,7,10,8,6,13,7,4,1,6,13
AC010524.2,6,0,4,11,9,12,3,12,27,4,4,9,4,2,16,2,0,13,13,7
CCDC155,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PTH2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
GFY,0,0,0,0,1,0,0,0,2,2,0,2,0,1,3,0,2,1,0,0
SLC17A7,4,10,0,9,52,4,43,6,4,2,7,6,8,52,16,8,42,68,3,13
PIH1D1,2315,3627,3344,3181,2879,3012,3334,3206,2673,3581,3918,3992,3904,3364,2921,2899,3730,2976,3674,4315
ALDH16A1,1433,2494,1553,1638,2346,2959,1923,1944,1863,1860,2557,2310,3349,2424,1934,1399,2455,1917,2751,3338
FLT3LG,291,580,515,561,546,579,610,582,533,487,420,705,556,698,1177,654,447,676,465,486
RPL13A,73563,60703,88171,84435,67918,69705,66414,81408,86493,87173,89115,92237,67295,76674,78042,95476,89268,81418,82440,80072
SNORD33,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
SNORD35A,2,1,3,2,0,2,0,1,2,0,3,1,2,2,7,3,1,1,1,1
RPS11,37712,26328,40981,41108,33210,31910,31418,32471,43723,43317,34850,43177,28281,31473,33251,48457,37657,36991,38231,37599
SNORD35B,11,4,5,11,6,14,6,4,6,8,5,5,12,4,9,8,9,10,12,4
